dataset,model,ranking_strategy,exploration_rate,iteration,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,kickout_mean,kickout_std,training_set_size_mean,training_set_size_std,training_default_rate_mean,training_default_rate_std,n_explored_mean,n_explored_std,n_explored_defaulted_mean,n_explored_defaulted_std,exploration_cost_mean,exploration_cost_std,cumulative_cost_mean,cumulative_cost_std,exploration_default_rate_mean,exploration_default_rate_std,reject_default_rate_mean,reject_default_rate_std,explored_risk_mean_mean,explored_risk_mean_std
lendingclub_imb77,gbdt,least_risky,0.0,0,0.7783333333333333,0.0042508169149523285,0.5498069203927795,0.018272480294000127,0.06958523796776397,0.009085847766276408,0.09961384078555902,0.0365449605880003,60000.0,0.0,0.22374666666666668,0.001889789817825133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,1,0.7804205606822959,0.0026336003199069094,0.5598235800213477,0.03746524848472393,0.05102480437805033,0.0048418626130693355,0.11964716004269531,0.07493049696944798,81341.0,68.69861716221077,0.2209715329491016,0.0013868711278497941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,2,0.7807579408321149,0.0012740951252633974,0.5800459179564581,0.01311753505658006,0.042333463712951186,0.0023360872590905525,0.16009183591291623,0.026235070113160074,102738.2,131.49410633180315,0.21950193382606714,0.0005214386395364012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,3,0.7825640231025535,0.002675492401756691,0.5770357859642699,0.023175400873213303,0.034619945046936614,0.0027344654801400776,0.15407157192853965,0.04635080174642659,124158.4,122.13025833101506,0.2188901175998294,0.0006824030076660264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,4,0.7844838385007898,0.0023347851410558617,0.5635509452661626,0.025499544495007024,0.03223736205232854,0.002698079614175112,0.12710189053232512,0.05099908899001405,145615.8,146.16155445260307,0.2182786837847555,0.0005098537423697983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,5,0.7842937087282272,0.0019761302917131445,0.5922326502825617,0.008593541701622805,0.02839448573968497,0.0021159576268613175,0.1844653005651233,0.017187083403245627,167055.2,165.99307214459134,0.21781316913337329,0.0005343817762088125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,6,0.7831903245700764,0.0023592580275751205,0.6042764570477253,0.04466160358128213,0.025584127500729498,0.002976993132485345,0.20855291409545046,0.08932320716256421,188531.6,176.55395775795745,0.2176028680559198,0.0004991235149211693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,7,0.7831769507779037,0.0014281701800184846,0.6010864015357644,0.02200155119162043,0.023125713323646928,0.002702932817392337,0.202172803071529,0.04400310238324076,210044.0,186.4269293852184,0.2177049179552586,0.00028363101258140045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,8,0.7835201323382688,0.0016188303912245666,0.6037435329369331,0.03713762756958545,0.0212220096355271,0.0014726728463953164,0.20748706587386612,0.07427525513917094,231552.6,207.16370338454192,0.21776803528983493,0.00039482170546744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingclub_imb77,gbdt,least_risky,0.0,9,0.7823834005308794,0.0018496803070291426,0.6070238074931857,0.030787006804186244,0.020158317339194896,0.0004197626410838968,0.21404761498637156,0.061574013608372495,253067.6,235.42153682278345,0.21786797338232627,0.00039768422789813904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
