iteration,exploration_rate,ranking_strategy,accuracy,precision,recall,kickout,training_set_size,training_default_rate,n_rejects_total,n_explored,n_explored_defaulted,n_explored_repaid,exploration_default_rate,reject_default_rate,exploration_cost,explored_risk_mean,run,dataset,model
5,0.02,least_risky,0.8257339163023111,0.6405228758169934,0.16306156405990016,0.28104575163398693,16007,0.17798463172362092,305,7,2,5,0.2857142857142857,0.6950819672131148,2.0,0.5036585532944949,1,default,gbdt
6,0.02,least_risky,0.8402854006586169,0.6193181818181818,0.17467948717948717,0.23863636363636365,18217,0.17631882307734534,296,6,5,1,0.8333333333333334,0.6317567567567568,5.0,0.5064768335792967,1,default,gbdt
7,0.02,least_risky,0.8408923755822506,0.6302083333333334,0.17310443490701002,0.2604166666666667,20392,0.175166732051785,332,7,4,3,0.5714285714285714,0.6656626506024096,4.0,0.5054440333916578,1,default,gbdt
8,0.02,least_risky,0.8266164747564216,0.6190476190476191,0.15606242496998798,0.23809523809523808,22576,0.17390148830616584,323,7,3,4,0.42857142857142855,0.6408668730650154,3.0,0.5039769239345396,1,default,gbdt
9,0.02,least_risky,0.8433467741935484,0.63,0.1519903498190591,0.26,24798,0.1736430357286878,284,6,4,2,0.6666666666666666,0.6866197183098591,4.0,0.5064492791381036,1,default,gbdt
10,0.02,least_risky,0.8366061504260838,0.5844155844155844,0.1465798045602606,0.16883116883116883,26987,0.17174936080334977,318,7,3,4,0.42857142857142855,0.6446540880503144,3.0,0.5075759761958906,1,default,gbdt
0,0.02,least_risky,0.826,0.6614173228346457,0.39069767441860465,0.3228346456692913,5000,0.2188,0,0,0,0,0.0,0.0,0.0,0.0,2,default,gbdt
1,0.02,least_risky,0.8362248438584317,0.6153846153846154,0.2737642585551331,0.23076923076923078,7203,0.20338747743995558,304,7,3,4,0.42857142857142855,0.6842105263157895,3.0,0.509077816899503,2,default,gbdt
2,0.02,least_risky,0.8382820784729587,0.6776859504132231,0.23563218390804597,0.35537190082644626,9428,0.19113279592702587,281,6,3,3,0.5,0.6298932384341637,3.0,0.5034289965645168,2,default,gbdt
3,0.02,least_risky,0.8308222126560482,0.6601307189542484,0.22850678733031674,0.3202614379084967,11613,0.18634289158701456,322,7,5,2,0.7142857142857143,0.7111801242236024,5.0,0.5141678544507109,2,default,gbdt
4,0.02,least_risky,0.8381021369069178,0.6620689655172414,0.19433198380566802,0.32413793103448274,13801,0.18281283964930078,319,7,5,2,0.7142857142857143,0.6739811912225705,5.0,0.5069854837200565,2,default,gbdt
5,0.02,least_risky,0.8306779131521399,0.7086092715231788,0.1768595041322314,0.41721854304635764,16003,0.1779666312566394,305,7,2,5,0.2857142857142857,0.6360655737704918,2.0,0.5088874081064388,2,default,gbdt
6,0.02,least_risky,0.8427552140504939,0.6832298136645962,0.17405063291139242,0.36645962732919257,18220,0.17645444566410537,289,6,3,3,0.5,0.6747404844290658,3.0,0.5032137839766112,2,default,gbdt
7,0.02,least_risky,0.842234198922097,0.6742857142857143,0.1673758865248227,0.3485714285714286,20410,0.17442430181283686,317,7,5,2,0.7142857142857143,0.6498422712933754,5.0,0.5050992648688137,2,default,gbdt
8,0.02,least_risky,0.8385312983853129,0.7142857142857143,0.13819095477386933,0.42857142857142855,22603,0.17378224129540326,314,7,4,3,0.5714285714285714,0.6528662420382165,4.0,0.5063481885105326,2,default,gbdt
9,0.02,least_risky,0.8372935964559001,0.6891891891891891,0.11805555555555555,0.3783783783783784,24828,0.1735137747704205,281,6,2,4,0.3333333333333333,0.701067615658363,2.0,0.5024983333932072,2,default,gbdt
