iteration,exploration_rate,ranking_strategy,accuracy,precision,recall,kickout,training_set_size,training_default_rate,n_rejects_total,n_explored,n_explored_defaulted,n_explored_repaid,exploration_default_rate,reject_default_rate,exploration_cost,explored_risk_mean,run,dataset,model
9,0.0,least_risky,0.7794721871049305,0.5880829015544041,0.02021011396011396,0.17616580310880828,253120,0.21795986093552466,446,0,0,0,0.0,0.0,0.0,0.0,2,lendingclub_imb77,gbdt
10,0.0,least_risky,0.7805366439727673,0.5567282321899736,0.017439457806430282,0.11345646437994723,274670,0.21778133760512616,402,0,0,0,0.0,0.0,0.0,0.0,2,lendingclub_imb77,gbdt
0,0.0,least_risky,0.7776666666666666,0.526813880126183,0.062197392923649904,0.05362776025236593,60000,0.22273333333333334,0,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
1,0.0,least_risky,0.7820504945021193,0.5874587458745875,0.04943071369064149,0.17491749174917492,81395,0.22034523005098594,557,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
2,0.0,least_risky,0.7785339296130663,0.5787965616045845,0.04380828453697679,0.15759312320916904,102857,0.21887669288429568,490,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
3,0.0,least_risky,0.7786539003097719,0.5955414012738853,0.033620999640417114,0.1910828025477707,124285,0.21829665687733837,524,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
4,0.0,least_risky,0.7859715314697308,0.5813953488372093,0.03176620076238882,0.16279069767441862,145773,0.21800333395073163,464,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
5,0.0,least_risky,0.7834459661503499,0.5994475138121547,0.029669127700300793,0.19889502762430938,167210,0.2175647389510197,515,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
6,0.0,least_risky,0.7798860474360673,0.6585365853658537,0.022508038585209004,0.3170731707317073,188671,0.21782361889214558,491,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
7,0.0,least_risky,0.781591152336782,0.5980707395498392,0.020121159671138037,0.19614147909967847,210223,0.21771642493923118,400,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
8,0.0,least_risky,0.7824539453815954,0.6495176848874598,0.01984672823737473,0.2990353697749196,231786,0.21813655699653992,389,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
9,0.0,least_risky,0.7831372858608984,0.6467065868263473,0.019484033916651634,0.2934131736526946,253340,0.21831136022736244,398,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
10,0.0,least_risky,0.7849346964019355,0.5994475138121547,0.018242959226565783,0.19889502762430938,274869,0.21798383957448822,423,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
0,0.0,least_risky,0.7716666666666666,0.5641025641025641,0.06330935251798561,0.1282051282051282,60000,0.22443333333333335,0,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
1,0.0,least_risky,0.7835463258785943,0.603988603988604,0.058954393770856504,0.20797720797720798,81377,0.22106983545719305,575,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
2,0.0,least_risky,0.7808805643395768,0.573170731707317,0.04130052724077329,0.14634146341463414,102771,0.22009127088380964,558,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
3,0.0,least_risky,0.7808825897890159,0.538961038961039,0.030369557263080865,0.07792207792207792,124176,0.2195593351372246,547,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
4,0.0,least_risky,0.7829638273045507,0.5497382198952879,0.03300848789688777,0.09947643979057591,145687,0.21885274595537008,441,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
5,0.0,least_risky,0.7873740243428332,0.5911602209944752,0.029821627647714604,0.18232044198895028,167192,0.2183417866883583,447,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
6,0.0,least_risky,0.785244859020564,0.5506172839506173,0.027378759975445057,0.10123456790123457,188678,0.2178950381072515,466,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
7,0.0,least_risky,0.7825145711906745,0.5825825825825826,0.0210938349461781,0.16516516516516516,210172,0.21795005995089736,458,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
8,0.0,least_risky,0.7822643301104972,0.5943661971830986,0.02077589602205593,0.18873239436619718,231680,0.2182493093922652,444,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
9,0.0,least_risky,0.7835367057615606,0.6317280453257791,0.020170043415340087,0.26345609065155806,253227,0.218156041812287,405,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
10,0.0,least_risky,0.7840896684741075,0.5763097949886105,0.021201709544959358,0.15261958997722094,274789,0.2179017355134303,390,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
0,0.01,least_risky,0.7825,0.5335051546391752,0.07852807283763277,0.06701030927835051,60000,0.22338333333333332,0,0,0,0,0.0,0.0,0.0,0.0,0,lendingclub_imb77,gbdt
1,0.01,least_risky,0.7809500369185332,0.5414364640883977,0.05459610027855153,0.08287292817679558,81258,0.22082748775505182,702,8,3,5,0.375,0.5270655270655271,3.0,0.5011370850836177,0,lendingclub_imb77,gbdt
2,0.01,least_risky,0.7822930370803489,0.5329153605015674,0.03787034974381822,0.06583072100313479,102612,0.21964292675320626,605,7,3,4,0.42857142857142855,0.5256198347107438,3.0,0.5003677406431141,0,lendingclub_imb77,gbdt
3,0.01,least_risky,0.7853688029020556,0.5893854748603352,0.039153831879755054,0.1787709497206704,124047,0.21884447024111828,523,6,4,2,0.6666666666666666,0.5621414913957935,4.0,0.5002478711667386,0,lendingclub_imb77,gbdt
4,0.01,least_risky,0.7870080769891734,0.5691056910569106,0.03361075544174136,0.13821138211382114,145473,0.21815732128986134,532,6,4,2,0.6666666666666666,0.6146616541353384,4.0,0.5003984937400053,0,lendingclub_imb77,gbdt
5,0.01,least_risky,0.7842332354527477,0.5845272206303725,0.02809917355371901,0.16905444126074498,166869,0.21803930028944862,562,6,2,4,0.3333333333333333,0.5622775800711743,2.0,0.5007372936204212,0,lendingclub_imb77,gbdt
6,0.01,least_risky,0.7848400371697862,0.6352201257861635,0.024664224664224663,0.27044025157232704,188323,0.21772168030458308,504,6,3,3,0.5,0.6170634920634921,3.0,0.5004251528565894,0,lendingclub_imb77,gbdt
7,0.01,least_risky,0.785009767951589,0.5971014492753624,0.02265977340226598,0.19420289855072465,209868,0.21792269426496655,412,5,1,4,0.2,0.5558252427184466,1.0,0.5004166731935629,0,lendingclub_imb77,gbdt
8,0.01,least_risky,0.7851416470384857,0.5699745547073791,0.022404480896179236,0.13994910941475827,231384,0.2175733845036822,441,5,2,3,0.4,0.5804988662131519,2.0,0.5002779800467453,0,lendingclub_imb77,gbdt
9,0.01,least_risky,0.7830024519496955,0.6175637393767706,0.019716017002803655,0.23512747875354106,252856,0.21741228208941057,485,5,1,4,0.2,0.6185567010309279,1.0,0.5002223405162555,0,lendingclub_imb77,gbdt
10,0.01,least_risky,0.7819304991162054,0.5803108808290155,0.01862166431124782,0.16062176165803108,274385,0.21765038176285148,428,5,1,4,0.2,0.544392523364486,1.0,0.5004112203213079,0,lendingclub_imb77,gbdt
0,0.01,least_risky,0.7815,0.5657894736842105,0.08046407185628743,0.13157894736842105,60000,0.22658333333333333,0,0,0,0,0.0,0.0,0.0,0.0,1,lendingclub_imb77,gbdt
1,0.01,least_risky,0.77932222153884,0.5138888888888888,0.05141745414118955,0.027777777777777776,81292,0.22320769571421542,667,7,3,4,0.42857142857142855,0.5487256371814093,3.0,0.5004778527761092,1,lendingclub_imb77,gbdt
2,0.01,least_risky,0.7835322777101096,0.6327868852459017,0.04266136162687887,0.26557377049180325,102622,0.219904114127575,629,7,1,6,0.14285714285714285,0.5310015898251192,1.0,0.5005595791587911,1,lendingclub_imb77,gbdt
3,0.01,least_risky,0.7825105782792666,0.6262626262626263,0.03399122807017544,0.25252525252525254,124073,0.21974966350454975,507,6,3,3,0.5,0.5621301775147929,3.0,0.5005809738521898,1,lendingclub_imb77,gbdt
4,0.01,least_risky,0.7840233636832159,0.56951871657754,0.03360681603029347,0.13903743315508021,145525,0.21891771173337915,506,6,5,1,0.8333333333333334,0.5474308300395256,5.0,0.5005521099589202,1,lendingclub_imb77,gbdt
5,0.01,least_risky,0.7797143113826251,0.5971014492753624,0.0277515829179577,0.19420289855072465,166961,0.21827852013344434,522,6,3,3,0.5,0.578544061302682,3.0,0.5002479520012454,1,lendingclub_imb77,gbdt
6,0.01,least_risky,0.7815094840164478,0.5952380952380952,0.024096385542168676,0.19047619047619047,188472,0.21800055180610384,446,5,4,1,0.8,0.5538116591928252,4.0,0.5002894098377387,1,lendingclub_imb77,gbdt
7,0.01,least_risky,0.7819419972379638,0.581081081081081,0.02332393143848991,0.16216216216216217,209988,0.2178695925481456,441,5,2,3,0.4,0.6281179138321995,2.0,0.5004946769213978,1,lendingclub_imb77,gbdt
8,0.01,least_risky,0.7835129473252274,0.5786924939467313,0.02368916641887204,0.15738498789346247,231514,0.21778380573097092,431,5,2,3,0.4,0.6264501160092807,2.0,0.5005178084705184,1,lendingclub_imb77,gbdt
9,0.01,least_risky,0.7812012095100693,0.5683060109289617,0.018703354014926715,0.1366120218579235,252991,0.21776268721021697,480,5,4,1,0.8,0.56875,4.0,0.5006928764979359,1,lendingclub_imb77,gbdt
10,0.01,least_risky,0.7818635486103522,0.6024691358024692,0.02023217247097844,0.20493827160493827,274527,0.21781464118283447,421,5,4,1,0.8,0.6033254156769596,4.0,0.5006267584152931,1,lendingclub_imb77,gbdt
0,0.01,least_risky,0.7783333333333333,0.5588235294117647,0.06342729970326409,0.11764705882352941,60000,0.2216,0,0,0,0,0.0,0.0,0.0,0.0,2,lendingclub_imb77,gbdt
1,0.01,least_risky,0.783121429887599,0.5680933852140078,0.04094223219293326,0.13618677042801555,81404,0.2194609601493784,554,6,3,3,0.5,0.5379061371841155,3.0,0.500908555937361,2,lendingclub_imb77,gbdt
2,0.01,least_risky,0.7802507532316065,0.6,0.03734439834024896,0.2,102890,0.2191369423656332,471,5,2,3,0.4,0.554140127388535,2.0,0.5005013956127046,2,lendingclub_imb77,gbdt
3,0.01,least_risky,0.7820667470848411,0.5988023952095808,0.03645643456069996,0.19760479041916168,124350,0.21825492561318857,497,5,4,1,0.8,0.6096579476861167,4.0,0.5004395321630959,2,lendingclub_imb77,gbdt
4,0.01,least_risky,0.7835826015367727,0.544,0.03216650898770104,0.088,145760,0.21765916575192096,548,6,2,4,0.3333333333333333,0.5802919708029197,2.0,0.5004414750730669,2,lendingclub_imb77,gbdt
5,0.01,least_risky,0.7846632372293336,0.5628571428571428,0.027194919933738265,0.12571428571428572,167176,0.21707063214815525,542,6,5,1,0.8333333333333334,0.5885608856088561,5.0,0.5005331502238825,2,lendingclub_imb77,gbdt
6,0.01,least_risky,0.7836849358634581,0.584958217270195,0.02553812477198103,0.16991643454038996,188656,0.21679140870155203,477,5,4,1,0.8,0.5870020964360587,4.0,0.5003645565982149,2,lendingclub_imb77,gbdt
7,0.01,least_risky,0.7837683504247067,0.6116207951070336,0.021831677764436196,0.22324159021406728,210142,0.21726261289984866,471,5,2,3,0.4,0.5902335456475584,2.0,0.5005911864853547,2,lendingclub_imb77,gbdt
8,0.01,least_risky,0.7875458666091085,0.5930521091811415,0.024097600322645695,0.18610421836228289,231649,0.21741082413479013,450,5,1,4,0.2,0.5977777777777777,1.0,0.5003730376395208,2,lendingclub_imb77,gbdt
9,0.01,least_risky,0.7829376209852645,0.6156156156156156,0.018525212362190492,0.23123123123123124,253130,0.2179077944139375,476,5,4,1,0.8,0.6470588235294118,4.0,0.500164973669125,2,lendingclub_imb77,gbdt
10,0.01,least_risky,0.7823483373072933,0.5760869565217391,0.01764607957383053,0.15217391304347827,274703,0.21779885913149838,383,4,2,2,0.5,0.5613577023498695,2.0,0.5008440746391066,2,lendingclub_imb77,gbdt
0,0.01,least_risky,0.7776666666666666,0.526813880126183,0.062197392923649904,0.05362776025236593,60000,0.22273333333333334,0,0,0,0,0.0,0.0,0.0,0.0,3,lendingclub_imb77,gbdt
1,0.01,least_risky,0.7794975738590996,0.5602409638554217,0.0512396694214876,0.12048192771084337,81401,0.22037812803282514,557,6,4,2,0.6666666666666666,0.5709156193895871,4.0,0.5004995805372133,3,lendingclub_imb77,gbdt
2,0.01,least_risky,0.7810570331112948,0.5783132530120482,0.04215148188803513,0.1566265060240964,102832,0.21888128209117785,527,6,2,4,0.3333333333333333,0.540796963946869,2.0,0.5003237940004596,3,lendingclub_imb77,gbdt
3,0.01,least_risky,0.7795253419147224,0.6019736842105263,0.03301461302543749,0.20394736842105263,124296,0.21838192701293685,493,5,1,4,0.2,0.5780933062880325,1.0,0.5002712104949102,3,lendingclub_imb77,gbdt
4,0.01,least_risky,0.7839849108367627,0.6080246913580247,0.030931072381849584,0.21604938271604937,145799,0.21814278561581354,454,5,3,2,0.6,0.5925110132158591,3.0,0.500420671120033,3,lendingclub_imb77,gbdt
5,0.01,least_risky,0.7853598756575801,0.5811209439528023,0.027224986180210062,0.16224188790560473,167280,0.21776661884265902,476,5,3,2,0.6,0.5777310924369747,3.0,0.5002620369208047,3,lendingclub_imb77,gbdt
6,0.01,least_risky,0.7805091255860772,0.6282894736842105,0.022835963653754184,0.2565789473684211,188753,0.2179991841189279,484,5,4,1,0.8,0.5723140495867769,4.0,0.5006560832870551,3,lendingclub_imb77,gbdt
7,0.01,least_risky,0.7808346213292118,0.6045751633986928,0.01993319685378731,0.20915032679738563,210272,0.21782738548166183,438,5,4,1,0.8,0.5981735159817352,4.0,0.500356968788788,3,lendingclub_imb77,gbdt
8,0.01,least_risky,0.7826640210499073,0.6223404255319149,0.023011112203756515,0.24468085106382978,231829,0.21825569708707712,399,4,3,1,0.75,0.5939849624060151,3.0,0.5003587588094529,3,lendingclub_imb77,gbdt
9,0.01,least_risky,0.7858341062935407,0.6073298429319371,0.021218218401316994,0.21465968586387435,253354,0.21839797279695602,432,5,3,2,0.6,0.6342592592592593,3.0,0.5004158529722671,3,lendingclub_imb77,gbdt
10,0.01,least_risky,0.7824853104364119,0.5894206549118388,0.01945460591952112,0.17884130982367757,274854,0.21804303375610323,457,5,3,2,0.6,0.5864332603938731,3.0,0.5002171002641228,3,lendingclub_imb77,gbdt
0,0.01,least_risky,0.7716666666666666,0.5641025641025641,0.06330935251798561,0.1282051282051282,60000,0.22443333333333335,0,0,0,0,0.0,0.0,0.0,0.0,4,lendingclub_imb77,gbdt
1,0.01,least_risky,0.7807949867911778,0.5601173020527859,0.052923247436963146,0.12023460410557185,81383,0.2211026872934151,575,6,4,2,0.6666666666666666,0.5721739130434783,4.0,0.5002681681329156,4,lendingclub_imb77,gbdt
2,0.01,least_risky,0.7813731691888472,0.6292517006802721,0.04049026045086452,0.2585034013605442,102754,0.22003036378145863,587,6,2,4,0.3333333333333333,0.575809199318569,2.0,0.5002922070055077,4,lendingclub_imb77,gbdt
3,0.01,least_risky,0.7837848717845497,0.5562130177514792,0.03475688667036421,0.11242603550295859,124204,0.21961450516891565,508,6,3,3,0.5,0.6141732283464567,3.0,0.5002534036100611,4,lendingclub_imb77,gbdt
4,0.01,least_risky,0.7856186717007037,0.5777777777777777,0.03300539511266265,0.15555555555555556,145671,0.21881500092674588,490,5,3,2,0.6,0.5653061224489796,3.0,0.5007404487264129,4,lendingclub_imb77,gbdt
5,0.01,least_risky,0.7829415634906394,0.5895953757225434,0.027868852459016394,0.1791907514450867,167187,0.21833037257681517,441,5,3,2,0.6,0.5873015873015873,3.0,0.5004051059497259,4,lendingclub_imb77,gbdt
6,0.01,least_risky,0.7827146755689797,0.5828729281767956,0.02554170197312674,0.16574585635359115,188712,0.2179829581584637,432,5,3,2,0.6,0.5856481481481481,3.0,0.50022373173199,4,lendingclub_imb77,gbdt
7,0.01,least_risky,0.7851740867579908,0.5502283105022832,0.0265506224523521,0.1004566210045662,210236,0.21809300024734107,433,5,1,4,0.2,0.5889145496535797,1.0,0.5003061866046572,4,lendingclub_imb77,gbdt
8,0.01,least_risky,0.7824013122396564,0.5795795795795796,0.019042920572274295,0.15915915915915915,231665,0.21823754127727538,529,6,4,2,0.6666666666666666,0.5746691871455577,4.0,0.5004293057838363,4,lendingclub_imb77,gbdt
9,0.01,least_risky,0.7839908383682818,0.5771144278606966,0.02108707507725868,0.15422885572139303,253229,0.21814642082857807,392,4,2,2,0.5,0.6301020408163265,2.0,0.5003618602869273,4,lendingclub_imb77,gbdt
10,0.01,least_risky,0.7826340114269078,0.5672371638141809,0.019331722356470293,0.13447432762836187,274789,0.21790537466929172,396,4,2,2,0.5,0.5681818181818182,2.0,0.500174928075071,4,lendingclub_imb77,gbdt
0,0.02,least_risky,0.7825,0.5335051546391752,0.07852807283763277,0.06701030927835051,60000,0.22338333333333332,0,0,0,0,0.0,0.0,0.0,0.0,0,lendingclub_imb77,gbdt
1,0.02,least_risky,0.7824401648926352,0.5746478873239437,0.05684034550013931,0.14929577464788732,81265,0.2208207715498677,702,15,4,11,0.26666666666666666,0.5270655270655271,4.0,0.5015379967412623,0,lendingclub_imb77,gbdt
2,0.02,least_risky,0.7854150428682775,0.5602605863192183,0.03872129671319226,0.12052117263843648,102638,0.2196262592801886,591,12,3,9,0.25,0.5329949238578681,3.0,0.5010708816247532,0,lendingclub_imb77,gbdt
3,0.02,least_risky,0.7840222383369592,0.5732647814910026,0.041159099298634184,0.14652956298200515,124108,0.2188255390466368,492,10,5,5,0.5,0.5853658536585366,5.0,0.5005826941949609,0,lendingclub_imb77,gbdt
4,0.02,least_risky,0.7837067069818582,0.56797583081571,0.02965299684542587,0.13595166163141995,145519,0.21815020718943917,553,12,7,5,0.5833333333333334,0.6003616636528029,7.0,0.500663156513664,0,lendingclub_imb77,gbdt
5,0.02,least_risky,0.784522775598215,0.6028985507246377,0.028626479493531518,0.20579710144927535,166953,0.21811527795247765,529,11,7,4,0.6363636363636364,0.5652173913043478,7.0,0.500854590084576,0,lendingclub_imb77,gbdt
6,0.02,least_risky,0.7825279303664783,0.6019108280254777,0.022884126407555393,0.20382165605095542,188415,0.2178435899477218,501,11,4,7,0.36363636363636365,0.5988023952095808,4.0,0.5010661608312845,0,lendingclub_imb77,gbdt
7,0.02,least_risky,0.7842973828971496,0.5989717223650386,0.025506294471811713,0.19794344473007713,209962,0.2179823015593298,414,9,4,5,0.4444444444444444,0.5845410628019324,4.0,0.5005478340386695,0,lendingclub_imb77,gbdt
8,0.02,least_risky,0.7824659191565666,0.574585635359116,0.02054726859626593,0.14917127071823205,231431,0.21754216159460055,493,10,7,3,0.7,0.59026369168357,7.0,0.5007077547886892,0,lendingclub_imb77,gbdt
9,0.02,least_risky,0.7847117893571598,0.5901639344262295,0.019713425207629826,0.18032786885245902,252936,0.21743444982129867,457,10,5,5,0.5,0.6214442013129103,5.0,0.500479466880357,0,lendingclub_imb77,gbdt
10,0.02,least_risky,0.7818317607198805,0.5698324022346368,0.01696183586929409,0.13966480446927373,274487,0.2177042992928627,410,9,5,4,0.5555555555555556,0.5439024390243903,5.0,0.5011911832210473,0,lendingclub_imb77,gbdt
0,0.02,least_risky,0.7815,0.5657894736842105,0.08046407185628743,0.13157894736842105,60000,0.22658333333333333,0,0,0,0,0.0,0.0,0.0,0.0,1,lendingclub_imb77,gbdt
1,0.02,least_risky,0.7799507995079951,0.5238095238095238,0.04897050639955482,0.047619047619047616,81299,0.22321307765163162,667,14,5,9,0.35714285714285715,0.5487256371814093,5.0,0.5009894466005572,1,lendingclub_imb77,gbdt
2,0.02,least_risky,0.7821343334469826,0.6045016077170418,0.041427941824592335,0.2090032154340836,102654,0.21998168605217527,610,13,4,9,0.3076923076923077,0.5311475409836065,4.0,0.5005953155770567,1,lendingclub_imb77,gbdt
3,0.02,least_risky,0.7813985337952147,0.5864197530864198,0.034652562465803394,0.1728395061728395,124126,0.21986529816476805,490,10,3,7,0.3,0.5591836734693878,3.0,0.500832690882936,1,lendingclub_imb77,gbdt
4,0.02,least_risky,0.7816707886782083,0.5885885885885885,0.03055339049103663,0.17717717717717718,145557,0.21889706438027715,532,11,5,6,0.45454545454545453,0.5620300751879699,5.0,0.5008749850201893,1,lendingclub_imb77,gbdt
5,0.02,least_risky,0.7816157322877069,0.5645645645645646,0.02561656901485216,0.12912912912912913,167042,0.21828043246608636,477,10,6,4,0.6,0.610062893081761,6.0,0.5010552068333418,1,lendingclub_imb77,gbdt
6,0.02,least_risky,0.7831667152820132,0.5757575757575758,0.023094688221709007,0.15151515151515152,188553,0.2179758476396557,451,10,6,4,0.6,0.5631929046563193,6.0,0.5005726539548533,1,lendingclub_imb77,gbdt
7,0.02,least_risky,0.7824006855021065,0.5552631578947368,0.022974738675958187,0.11052631578947368,210064,0.21790025896869525,451,10,4,6,0.4,0.5964523281596452,4.0,0.5009501543730591,1,lendingclub_imb77,gbdt
